College Name,State Name,District Name
"Guru Teg Bahadur College of Education, Dalelwala, Teh. Budhladha, Mansa (Id: C-22188)",Punjab,Mansa
"Guru Teg Bahadur College of Education, Village Lehal Khurd, Lehragagga (Id: C-22164)",Punjab,Sangrur
"Guru Tegh Bahadur College, Bhawanigarh, Sangrur (Id: C-22104)",Punjab,Sangrur
"Hans Raj Memorial College of Education, Baja Khana, Kotkapura (Id: C-22127)",Punjab,Faridkot
"Hardik College of Education, Bhawanigarh (Id: C-22220)",Punjab,Sangrur
HARF COLLEGE MALERKOTLA (Id: C-47300),Punjab,Sangrur
"Indo Global College of Education, Abhipur, Distt. Mohali (Id: C-22060)",Punjab,Sahibzada Ajit Singh Nagar
INSTITUTE OF HOSPITALITY AND MANAGEMENT BANUR (Id: C-47292),Punjab,Patiala
"International Divine College of Education, Ratwara Sahib Complex, P.O. Mullanpur Garibdass, Tehsil Kharar, (Id: C-22117)",Punjab,Sahibzada Ajit Singh Nagar
"Islamia Girls College, Malerkotla (Id: C-22144)",Punjab,Sangrur
"Jasdev Singh Sandhu College of Education, Rajpura Road, Kauli, Patiala (Id: C-22197)",Punjab,Patiala
"Jasmer Singh Jeji Degree College, Gurne Kalan, Munak, Sangrur (Id: C-22082)",Punjab,Sangrur
"Jawahar Lal Nehru Government College , Tooran, Mandi Gobindgarh, Fatehgarh Sahib (Id: C-22124)",Punjab,Fatehgarh Sahib
"Kabli Mal Ramji Dass Jain College for Women, Malerkotla (Id: C-22281)",Punjab,Sangrur
"Kay Jay College of Education, Village Rasulpur, P.O. Chapper Seal Road, Patiala. (Id: C-22287)",Punjab,Patiala
KHALA COLLEGE(AMRITSAR) OF TECHONOLOGY AND BUSINESS STUDIES MOHALI (Id: C-47294),Punjab,Sahibzada Ajit Singh Nagar
KING DEGREE COLLEGE BARNALA (Id: C-47340),Punjab,Barnala
"Lal Bahadur Memorial Mahila College, Nabha (Id: C-22111)",Punjab,Patiala
L.B.S. Arya Mahila College (Id: C-22061),Punjab,Barnala
"Lincoln College of Education, Sirhind, Distt. Fatehgarh Sahib (Id: C-22078)",Punjab,Fatehgarh Sahib
"Lincoln College of Law, Sirhind, Fatehgarh Sahib (Id: C-22247)",Punjab,Fatehgarh Sahib
"Lord Krishna College of Education for Women, Village Sundra, Derabassi (Id: C-22256)",Punjab,Sahibzada Ajit Singh Nagar
"Lord Mahavir College of Education, Hamirgarh (Id: C-22107)",Punjab,Sangrur
"Maghi Memorial College for Women, Amloh, Fatehgarh Sahib (Id: C-22067)",Punjab,Fatehgarh Sahib
"Maharaja Aggarsain College of Education, Jai Singh Wala, Bathinda (Id: C-22108)",Punjab,Bathinda
"Maharaja Aggarsain College of Information Technology, Jai Singh Wala, Bathinda (Id: C-22199)",Punjab,Bathinda
"Maharaj Braham Sagar Brahmanand Bhuriwale College, Tibba Nangal (Id: C-22270)",Punjab,Rupnagar
"Mai Bhago College of Education (for girls ) Ralla , Mansa (Id: C-22221)",Punjab,Mansa
"Mai Bhagoo Degree College (for girls) Ralla, Mansa (Id: C-22236)",Punjab,Mansa
"Malwa College, Bathinda (Id: C-22102)",Punjab,Bathinda
"Malwa College of Education, Deon, Bathinda (Id: C-22282)",Punjab,Bathinda
"Malwa College of Education, Sardulewala, Mansa (Id: C-22242)",Punjab,Mansa
"Malwa College of Physical Education, Goniana Road, Bathinda (Id: C-22231)",Punjab,Bathinda
"Malwa College of Trainings and Education, Malakpur Khiala, Mansa (Id: C-22081)",Punjab,Mansa
MALWA DEGREE COLLEGE FOR GIRLS KOTAK PURA (Id: C-47336),Punjab,Faridkot
"M and M College of Education, Village Nagri, (Id: C-22263)",Punjab,Sangrur
"M and M Institue of Management & Technology, Village Nagri, (Sangrur) (Id: C-22207)",Punjab,Sangrur
"Mastermind College of Education, Bathinda (Id: C-22248)",Punjab,Bathinda
"Mata Gujri College, Fatehgarh Sahib (Id: C-22184)",Punjab,Fatehgarh Sahib
"Mata Gurdev Kaur Memorial Education Institute (for girls), Bareta, Mansa (Id: C-22269)",Punjab,Mansa
"Mata Maisar Khana College of Education for girls, Maisar Khana, Bathinda (Id: C-22083)",Punjab,Bathinda
"Mata Sahib Kaur Girls College, Damdama Sahib, Bathinda (Id: C-22272)",Punjab,Bathinda
"Mata Sahib Kaur Girls College, Village Gaihal, Barnala (Id: C-22230)",Punjab,Barnala
"Mata Sahib Kaur Khalsa College of Education, Dhamo Majra, Patiala (Id: C-22138)",Punjab,Patiala
"Mata Sita Ji Degree College (For Girls), Bathinda (Id: C-22062)",Punjab,Bathinda
"Mata Sundri Girls College, Dhade, Bathinda (Id: C-22168)",Punjab,Bathinda
"Meera College of Education, Mansa Road Sardulewala, Mansa (Id: C-22276)",Punjab,Mansa
"Mehar Chand College of Education, Bhanopli (Id: C-22226)",Punjab,Rupnagar
"Milkha Singh Educational Institute, Bareta, Mansa (Id: C-22106)",Punjab,Mansa
"Miri Piri Khalsa College, Bhadour, Barnala (Id: C-22169)",Punjab,Barnala
"Modern College of Education, Birkalan, Distt. Sangrur (Id: C-22151)",Punjab,Sangrur
"Modern College of Education (for girls) Bhikhi, Mansa (Id: C-22186)",Punjab,Mansa
"Modern College of Education, for Girls, Shergarh Cheema Sangrur (Id: C-22214)",Punjab,Sangrur
"Modern College of Education, Ranwan, P.O. Khanpur, Malerkotla , Sangrur (Id: C-22157)",Punjab,Sangrur
"Multani Mal Modi College, Patiala (Id: C-22120)",Punjab,Patiala
"Nancy College of Education, Samana, Patiala (Id: C-22201)",Punjab,Patiala
"National College, Bhikhi, Mansa (Id: C-22175)",Punjab,Mansa
"National College of Physical Education, Village Chupki, Patiala (Id: C-22121)",Punjab,Patiala
NAVJIVINI INSTITUTE OF SPECIAL EUCATION AND RESEARCH SULAR (Id: C-47293),Punjab,Patiala
"Nawab Sher Mohammad Khan Institute Of Advanced Studies in urdu, Persian & Arabic, Malerkotla (Id: C-22238)",Punjab,Sangrur
"Nehru Memorial Govt. College, Mansa (Id: C-22074)",Punjab,Mansa
"N.I.S., Patiala (Id: C-22239)",Punjab,Patiala
"Pandit Chetan Dev Govt. College of Education, Faridkot (Id: C-22073)",Punjab,Faridkot
"Patel Memorial National College, Rajpura, Patiala (Id: C-22153)",Punjab,Patiala
"Patiala College for Women, Village Hardaspur, Opp. PDA-Omex City, Sirhind Road, Patiala (Id: C-22118)",Punjab,Patiala
"Patiala College of Education for girls, Village Hardaspur, Patiala (Id: C-22289)",Punjab,Patiala
"Pine Grove College of Education, Bassi Pathana, Distt. Fatehgarh Sahib (Id: C-22218)",Punjab,Fatehgarh Sahib
"Prof. Gursewak Singh Government College of Physical Education, Patiala (Id: C-22257)",Punjab,Patiala
"Public College of Education, Samana, Patiala (Id: C-22065)",Punjab,Patiala
"Public College, Samana, Patiala (Id: C-22179)",Punjab,Patiala
"Punjab College of Education, Raipur, Bahadurgarh, Distt. Patiala (Id: C-22156)",Punjab,Patiala
"Punjab College of Education, Sarkapra, Fatehgarh Sahib (Id: C-22200)",Punjab,Fatehgarh Sahib
"Punjab Institute of Oriental & Indian Languages, Patiala (Id: C-22123)",Punjab,Patiala
"Punjabi University Akali Phulla Singh Neighbourhood Campus, Delha seian (Id: C-22101)",Punjab,Sangrur
"Punjabi University Baba Dhyan Dass Neighbourhood Campus, Jhunir (Id: C-22136)",Punjab,Mansa
"PUNJABI UNIVERSITY COLLEGE, MEERAPUR (Id: C-48370)",Punjab,Patiala
Punjabi University Guru Kashi Neighbourhood Campus (Id: C-22228),Punjab,Bathinda
Punjabi University Neighborhood Campus (Id: C-22265),Punjab,Bathinda
"Punjabi University Neighbourhood Campus, Jaito (Id: C-22222)",Punjab,Faridkot
"Punjabi University Neighbourhood Campus, Karandi (Id: C-22176)",Punjab,Mansa
"Punjabi University Neighbourhood Campus, Maur Mandi (Id: C-22202)",Punjab,Bathinda
"Punjabi University Neighbourhood Campus, Ralla, Mansa (Id: C-22132)",Punjab,Mansa
"Punjabi University Neighbourhood Campus, sardulgarh (Id: C-22089)",Punjab,Mansa
Punjabi University Regional Centre (Id: C-22064),Punjab,Bathinda
Punjabi University Regional Centre for Information Technology & Managment (Id: C-22126),Punjab,Sahibzada Ajit Singh Nagar
"Rattan College of Education , V&PO Sohana, Mohali (Id: C-22209)",Punjab,Sahibzada Ajit Singh Nagar
"Rattan Professional Education College, V&PO Sohana, Mohali (Id: C-22178)",Punjab,Sahibzada Ajit Singh Nagar
"Rayat and Bahra MMTI College of Education, Village Sahoran Teh : Kharar (Id: C-22213)",Punjab,Sahibzada Ajit Singh Nagar
"Rayat and Bahra MMTI College of Law, Village Sahoran Teh : Kharar (Id: C-22170)",Punjab,Sahibzada Ajit Singh Nagar
"RIMT College of Education, Sirhind Side, Mandi Gobindgarh Fatehgarh Sahib (Id: C-22288)",Punjab,Fatehgarh Sahib
"Ropar Institute of Management & Technology, Village Shekhpura, Ropar-Bela Road, Ropar (Id: C-22070)",Punjab,Rupnagar
R P C DEGREE COLLEGE (Id: C-47288),Punjab,Bathinda
"Sachdeva College of Education, Gharuan, Tehsil Kharar (Id: C-22109)",Punjab,Sahibzada Ajit Singh Nagar
"Sacred Heart International College of Education, Barnala (Id: C-22162)",Punjab,Barnala
SAFFRON COLLEGE GIRLS KOTLA BAJWARA (Id: C-47291),Punjab,Fatehgarh Sahib
"SAHEED BHAGAT SINGH KHALS COLLEGE FOR WOMEN, PADIALA MOHALI (Id: C-47285)",Punjab,Sahibzada Ajit Singh Nagar
"Saint Kabir College of Education, Kauli, Patiala (Id: C-22093)",Punjab,Patiala
"S. Amarjit Singh Memorial Institute of Law, Dhainthal (Samana), District Patiala (Id: C-22243)",Punjab,Patiala
"Sant Baba Attar Singh Khalsa College, Sandour, Sangrur (Id: C-22198)",Punjab,Sangrur
"Sant Baba Sewa Singh Memorial Khalsa College (Girls), Guru Ka Khuh, Mune, Nurpur Bedi, Ropar (Id: C-22246)",Punjab,Rupnagar
"Sant Kabir College of Management Arts & Computer Science for Girls, Bhucho Kurad, Bathinda (Id: C-22084)",Punjab,Bathinda
"Sant Namdev Kanya Mahavidiyala, Bassi Pathana, Distt Fetehgarh Sahib (Id: C-22142)",Punjab,Fatehgarh Sahib
"Sant Ram S.D. College, Barnala (Id: C-22068)",Punjab,Barnala
"Sarasswati College of Management & Computer Science, Gharuan, Kharar (Id: C-22131)",Punjab,Rupnagar
"Sardar Rajinder Singh Memorial Mukat College of Eduacation for Women, Rajpura (Id: C-22128)",Punjab,Patiala
S. Balraj Singh Bhundarh Memorial university College Sadulgarh (Id: C-22286),Punjab,Mansa
"SBRS College for Women, Sadik, Faridkot (Id: C-22211)",Punjab,Faridkot
"S.D. College, Barnala (Id: C-22224)",Punjab,Barnala
"S.D.College of Education, Barnala (Id: C-22143)",Punjab,Barnala
"S.D. Kanya Mahavidyala, Mansa (Id: C-22223)",Punjab,Mansa
"Shaheed Udham Singh College of Education, VPO Mehlan Chowk, Sunam, Sangrur (Id: C-22098)",Punjab,Sangrur
"Shaheed Udham Singh College of Management & Computer Science VPO Mehlan ,Tehsil Sunam, Sangrur (Id: C-22165)",Punjab,Sangrur
SHAHEED UDHAM SINGH INSTITUTE OF COMPUTER TANGORI MOHALI (Id: C-47295),Punjab,Sahibzada Ajit Singh Nagar
"Shahid Bhagat Singh Government College, Kotkapura (Id: C-22092)",Punjab,Faridkot
"Shahid Bhagat Singh Khalsa College for Women, Padiala., Ropar (Id: C-22273)",Punjab,Rupnagar
"Shahid Kashi Ram College of Physical Education, Bhagoo Majra Kharar (Id: C-22271)",Punjab,Rupnagar
"Shahid Kashi Ram Memorial College, Bhagoo Majra (Kharar) (Id: C-22135)",Punjab,Rupnagar
"Shahid Udham Singh College of Research & Technology, Tangori, Mohali (Id: C-22266)",Punjab,Sahibzada Ajit Singh Nagar
"Shanti Tara College, Akbarpur Mandi Ahmedgarh, Sangrur (Id: C-22190)",Punjab,Sangrur
"Sh. Balraj Singh Bhundarh Memorial Govt. college, Sardoolgarh., Mansa (Id: C-22063)",Punjab,Mansa
"Shiva College of Education, Dirba, Sangrur (Id: C-22080)",Punjab,Sangrur
"Shivalik Hills College of Education, Patti, P.O. Manakpur, Anandpur Sahib (Id: C-22255)",Punjab,Rupnagar
"Shivalik Institute of Education & Research, Mohali (Id: C-22173)",Punjab,Sahibzada Ajit Singh Nagar
"Shivam College of Education, Khokarkalan, Lehragagga (Id: C-22251)",Punjab,Sangrur
"Shri Guru Teg Bahadur College of Education, Village-Sehke, Malerkotla (Id: C-22096)",Punjab,Sangrur
"Shri. Guru Tegh Bahadur Khalsa College, Anandpur Sahib (Id: C-22277)",Punjab,Rupnagar
"Smt. Jawala Devi College of Education, Sanghol, (Id: C-22208)",Punjab,Fatehgarh Sahib
"Sri Guru Harkrishan College of Management and Technology, Raipur, Bahadurgarh (Id: C-22235)",Punjab,Patiala
"S.S. College for Girls, Bhikhi, Mansa (Id: C-22116)",Punjab,Mansa
"S.S. College of Education for Girls, Bhikhi, Mansa (Id: C-22206)",Punjab,Mansa
"SSD Girls College, Bathinda (Id: C-22212)",Punjab,Bathinda
"SSD Girls College of Education, Bhokra,Bathinda (Id: C-22071)",Punjab,Bathinda
"SSD Women's Institute of Technology, Bathinda (Id: C-22180)",Punjab,Bathinda
S.S. Jain College of Ecucation (for girls) Mansa (Id: C-22234),Punjab,Mansa
"State College of Education, Patiala (Id: C-22145)",Punjab,Patiala
"SURYA WORLD INSTITUTE OF BUSINESS MANAGMENT, SHAMBU PATIALA (Id: C-48369)",Punjab,Patiala
"S.U.S. Govt. College, Sunam (Id: C-22254)",Punjab,Sangrur
"Swami Dayanand College of Education, Lehra Bega, Bathinda (Id: C-22217)",Punjab,Bathinda
SWAMI VIVEKANAD FACULITY OF INFORMATION TECHONOLOGY AND BUSINESS MANAGEMENT VILL RAM NAGAR JHANSLA BANUR (Id: C-47337),Punjab,Patiala
"Swami Vivekanand College of Education, Moonak, Tohana Road Moonak (Id: C-22172)",Punjab,Sangrur
"Swami Vivekanand College of Education, Village Ram Nagar, Near Banur, Tehsil Rajpura, Distt. Patiala (Id: C-22253)",Punjab,Patiala
"Swift Technical Campus, Ghaggar Sarai RAJPURA (Id: C-47338)",Punjab,Patiala
"Tapacharya Hem Kunwar Rasik Lal Dhariwal Jain Girls College, Raman, Bathinda (Id: C-22237)",Punjab,Bathinda
"Tara Vivek College, Gajjan Majra, Malerkotla (Id: C-22115)",Punjab,Sangrur
"The Corporate Gurus of Business School, Tapla Road, Basma, Banur, Patiala (Id: C-22233)",Punjab,Patiala
"Umang Red Cross Institute of Special Education, Faridkot (Id: C-22225)",Punjab,Faridkot
"University College, Chunni Kalan (Id: C-22245)",Punjab,Fatehgarh Sahib
"University College, Dhilwan (Id: C-22090)",Punjab,Barnala
"University College, Ghanaur (Id: C-22244)",Punjab,Patiala
"University College, Ghudda (Id: C-22154)",Punjab,Bathinda
"University College, Jaitu (Id: C-22181)",Punjab,Faridkot
"University College, Moonak (Id: C-22177)",Punjab,Sangrur
VIDYA SAGAR COLLEGE FOR GIRLS DAULATPU DHURI (Id: C-47341),Punjab,Sangrur
Vidya Sagar College of Education (for girls) Dhuri (Id: C-22205),Punjab,Sangrur
"Vidya Sagar College of Management and Technology, Fatehpur, Patiala (Id: C-22105)",Punjab,Patiala
"Vidya Sagar College, Sardoolgarh , Mansa (Id: C-22122)",Punjab,Mansa
Writers' Home (Id: C-22285),Himachal Pradesh,Kangra
"ABBNOOR INSTITUTE OF INFORMATION TECHNOLOGY, FARIDKOT (Id: C-49524)",Punjab,Faridkot
"Adesh Institute of Engineering & Technology, Faridkot (Id: C-10478)",Punjab,Faridkot
"Akal College of Pharmacy and Technical Education, Mastuana (Id: C-10483)",Punjab,Sangrur
"Alkila Education and Research Society Group of Institutions, Aklian (Id: C-10397)",Punjab,Bathinda
"Aman Bhalla Institute of Engg. & Tech, Jhakolari, Pathankot (Id: C-10371)",Punjab,Gurdaspur
Amar Shaheed Baba Ajit Singh Jujhar Singh Memorial College of (Id: C-10250),Punjab,Rupnagar
"A&M Institute of Computer & Technology , Pathankot (Id: C-10261)",Punjab,Gurdaspur
"A & M Institute of Management & Technology, Pathankot (Id: C-10257)",Punjab,Gurdaspur
"Amritsar College of Engg. & Tech, Amritsar (Id: C-10440)",Punjab,Amritsar
"Anand College of Engg. and Management, Sultnpur (Id: C-10288)",Punjab,Kapurthala
"Apeejay Institute of Management, Jalandhar (Id: C-10383)",Punjab,Jalandhar
"Arya Bhatta College of Engg. & Tech., Vill Jodhpur Cheema (Id: C-10489)",Punjab,Barnala
"Arya Bhatta College of Management & Tech., Vill. Cheema (Id: C-10436)",Punjab,Barnala
"Aryans Buisness School, Vill Nepra (Id: C-10361)",Punjab,Patiala
"Aryans College of Engineering, Patiala (Id: C-27842)",Punjab,Patiala
Aryans Institute of Mangement & Technology (Id: C-10270),Punjab,Patiala
"Aryans School of Management, Vill Nepra (Id: C-10368)",Punjab,Patiala
"A.S. Group of Institutions, Khanna (Id: C-27620)",Punjab,Ludhiana
"Asra College of Engg. & Tech, Near Channo, Teh. Bhawani Garh (Id: C-10343)",Punjab,Sangrur
"Baba Banda Singh Engg. College, Fatehgarh Sahib (Id: C-10277)",Punjab,Fatehgarh Sahib
"Baba Banda Singh Engg. & Tech., vill. Deon, Muktsar Road (Id: C-10332)",Punjab,Bathinda
"Baba Farid College of Engineering& Technology, Bathinda (Id: C-27841)",Punjab,Bathinda
"Baba Hira Singh Bhattal Institute of Engg. & Technology, Sunam (Id: C-10284)",Punjab,Sangrur
"Baba Ishar Singh College of Pharmacy, Kot-ise-khan (Id: C-10400)",Punjab,Firozpur
Baba Isher Singh Institute of Technology VPO-Gagra (Id: C-10282),Punjab,Moga
"Baba Khajandas College of Management and Technology, Ludhiana (Id: C-10410)",Punjab,Ludhiana
"Baba Kuma Singh Ji Engg. College, Hushair Nagar, Amritsar (Id: C-10333)",Punjab,Amritsar
"Baba Mangal Singh Institute of Management & Technology, Moga (Id: C-10313)",Punjab,Moga
"Baba Sri Chand College of Management , Nurpura (Id: C-30788)",Punjab,Ludhiana
BAHRA INSTITUTE OF PHARMACY (Id: C-49901),Punjab,Patiala
"Beant College of Engg. & Tech., Gurdaspur (Id: C-10320)",Punjab,Gurdaspur
"Bhai Gurdas Business School, Vill Rakhra (Id: C-10266)",Punjab,Patiala
Bhai Gurdas Institute of Engineering and Technology (Id: C-29458),Punjab,Sangrur
Bhai Gurdas Institute of Management & Technology (Id: C-10370),Punjab,Sangrur
Bhai Maha Singh College of Engg. (Id: C-10294),Punjab,Muktsar
Bhai Maha Singh College of Information Technology and life Science (Id: C-10479),Punjab,Muktsar
Bharat Group of Colleges (Id: C-10389),Punjab,Mansa
"Bharat Institute of Management Studies , Vill Khara Khurd (Id: C-10499)",Punjab,Mansa
"Bhutta College of Engg. and Technology, Bhutta (Id: C-10476)",Punjab,Patiala
"BIS Baba Isher Singh College of Engg & Technology, Gagra (Id: C-10338)",Punjab,Moga
"BNM College of Technical Education, Alamgir (Id: C-10443)",Punjab,Ludhiana
Cambridge Engineering College (Id: C-10354),Punjab,Fatehgarh Sahib
Career Institute of Management & Technology for Women (Id: C-10253),Punjab,Patiala
"CAREER POINT TECHNICAL CAMPUS, TANGORI (Id: C-49676)",Punjab,Sahibzada Ajit Singh Nagar
Center for Management Studies (Id: C-10291),Punjab,Patiala
"Centre for Development of Advanced Computing (C-DAC), Mohali (Id: C-27840)",Punjab,Sahibzada Ajit Singh Nagar
Centre for Mangement training and research (Id: C-10446),Punjab,Sahibzada Ajit Singh Nagar
"CGC College of Engineering, Landran (Id: C-29461)",Punjab,Sahibzada Ajit Singh Nagar
"CGC-Group of Colleges, Gharuan (Id: C-10369)",Punjab,Sahibzada Ajit Singh Nagar
CGC School of Animation Multimedia and Technology (Id: C-29474),Punjab,Sahibzada Ajit Singh Nagar
"CGC TECHNICAL CAMPUS, FACULTY OF ENGINEERNIG (Id: C-49525)",Punjab,Sahibzada Ajit Singh Nagar
"CGC TECHNICAL CAMPUS, FACULTY OF MANAGEMENT (Id: C-49526)",Punjab,Sahibzada Ajit Singh Nagar
Chanakya Institute of Management & Information Technology (Id: C-10433),Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh Business school, Gharuan (Id: C-10248)",Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh Business school , Landran (Id: C-10420)",Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh Business school of Administration, Landran (Id: C-10245)",Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh College of Hospitality, Landran (Id: C-10249)",Punjab,Sahibzada Ajit Singh Nagar
Chandigarh College of Hotel Management and Catering Technology (Id: C-10391),Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh College of Pharmacy, Landran (Id: C-10283)",Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh College of Technology, Landran (Id: C-10323)",Punjab,Sahibzada Ajit Singh Nagar
Chandigarh Engg College (Department of Computer Applications) (Id: C-10349),Punjab,Sahibzada Ajit Singh Nagar
"Chandigarh Engg College, Landran (Id: C-10342)",Punjab,Sahibzada Ajit Singh Nagar
Chitkara Institute of Engg. & Tech. Jansla (Id: C-10464),Punjab,Patiala
"Chitkara School of Hospitality, Technology and Management (Id: C-10461)",Punjab,Patiala
"Chitkara School of Planning and Architecture, Jhansla (Id: C-10376)",Punjab,Patiala
CIIST-IST Mohali (Id: C-10404),Punjab,Sahibzada Ajit Singh Nagar
"College of Architecture, Jhansla (Id: C-10427)",Punjab,Sahibzada Ajit Singh Nagar
"College of Engg. and Management, Kapurthala (Id: C-10497)",Punjab,Kapurthala
"Continental Institute of Engg. & Technology, Vill Jalvehra (Id: C-10502)",Punjab,Fatehgarh Sahib
"CT Institute of Advance Management Studies, Jalandhar (Id: C-10515)",Punjab,Jalandhar
"CT Institute of Engg. Management and Technology, Shahpur (Id: C-10378)",Punjab,Jalandhar
CT Institute of Hotel Management and Catering Technology (Id: C-10452),Punjab,Jalandhar
"CT Institute of Management and IT , Jalandhar (Id: C-10429)",Punjab,Jalandhar
"CT Institute of Management Studies , Shahpur (Id: C-10458)",Punjab,Jalandhar
"CT Institute of Management & Technology, Shahpur (Id: C-10416)",Punjab,Jalandhar
"CT Institute of Pharmaceutical Sciences, Shahpur (Id: C-10300)",Punjab,Jalandhar
